Bus3
最小,-25.880390167236328,最大,0.9342173337936401
最小,-25.876922607421875,最大,0.9342173337936401
最小,-25.88176727294922,最大,0.9342173337936401
最小,-25.880970001220703,最大,0.9342173337936401
最小,-25.881763458251953,最大,0.9342173337936401
最小,-25.880794525146484,最大,0.9342173337936401
最小,-25.88166046142578,最大,0.9342173337936401
最小,-25.879592895507812,最大,0.9342173337936401
最小,-25.88159942626953,最大,0.9342173337936401
最小,-25.881336212158203,最大,0.9342173337936401
最小,-25.880390167236328,最大,0.9342173337936401
最小,-25.876922607421875,最大,0.9342173337936401
最小,-25.88176727294922,最大,0.9342173337936401
最小,-25.880970001220703,最大,0.9342173337936401
最小,-25.881763458251953,最大,0.9342173337936401
最小,-25.880794525146484,最大,0.9342173337936401
最小,-25.88166046142578,最大,0.9342173337936401
最小,-25.879592895507812,最大,0.9342173337936401
最小,-25.88159942626953,最大,0.9342173337936401
最小,-25.880390167236328,最大,0.9342173337936401
最小,-25.876922607421875,最大,0.9342173337936401
最小,-25.88176727294922,最大,0.9342173337936401
最小,-25.880970001220703,最大,0.9342173337936401
最小,-25.881763458251953,最大,0.9342173337936401
最小,-25.880794525146484,最大,0.9342173337936401
最小,-25.88166046142578,最大,0.9342173337936401
最小,-25.879592895507812,最大,0.9342173337936401
最小,-25.880390167236328,最大,0.9342173337936401
最小,-25.876922607421875,最大,0.9342173337936401
最小,-25.88176727294922,最大,0.9342173337936401
最小,-25.880970001220703,最大,0.9342173337936401
最小,-25.881763458251953,最大,0.9342173337936401
最小,-25.880794525146484,最大,0.9342173337936401
最小,-25.88166046142578,最大,0.9342173337936401
最小,-25.880390167236328,最大,0.9342173337936401
最小,-25.876922607421875,最大,0.9342173337936401
最小,-25.88176727294922,最大,0.9342173337936401
最小,-25.880970001220703,最大,0.9342173337936401
最小,-25.881763458251953,最大,0.9342173337936401
最小,-25.880794525146484,最大,0.9342173337936401
最小,-25.880390167236328,最大,0.9342173337936401
最小,-25.876922607421875,最大,0.9342173337936401
最小,-25.88176727294922,最大,0.9342173337936401
最小,-25.880970001220703,最大,0.9342173337936401
最小,-25.881763458251953,最大,0.9342173337936401
最小,-25.880390167236328,最大,0.9342173337936401
